qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q3sec
446,39,22,11,8,12,1:22.502,1:22.097,\N,82.502,82.09700000000001,NA
447,39,11,8,22,13,1:22.090,1:22.115,\N,82.09,82.115,NA
448,39,18,11,7,14,1:22.503,1:22.120,\N,82.503,82.12,NA
457,40,4,1,1,1,1:16.059,1:15.431,1:15.726,76.059,75.431,75.726
458,40,1,1,2,2,1:15.685,1:15.479,1:15.905,75.685,75.479,75.905
459,40,13,6,5,3,1:16.786,1:16.034,1:15.967,76.786,76.03399999999999,75.967
460,40,21,4,3,4,1:17.596,1:16.054,1:16.285,77.596,76.054,76.285
461,40,3,3,16,5,1:16.870,1:16.100,1:16.439,76.87,76.1,76.439
462,40,17,9,15,6,1:17.816,1:16.420,1:16.784,77.816,76.42,76.78399999999999
463,40,2,2,9,7,1:17.385,1:15.733,1:16.832,77.385,75.733,76.832
464,40,9,2,10,8,1:17.584,1:15.576,1:16.955,77.584,75.576,76.955
465,40,22,11,8,9,1:17.244,1:16.454,1:17.498,77.244,76.45400000000001,77.498
466,40,18,11,7,10,1:17.297,1:16.457,1:17.939,77.297,76.457,77.939
467,40,25,3,17,11,1:17.874,1:16.662,\N,77.874,76.662,NA
468,40,24,5,18,12,1:16.720,1:16.703,\N,76.72,76.703,NA
469,40,14,9,14,13,1:17.204,1:16.319,\N,77.20400000000001,76.319,NA
470,40,15,7,12,14,1:17.686,1:16.988,\N,77.686,76.988,NA
471,40,5,4,4,15,1:17.836,1:17.125,\N,77.836,77.125,NA
479,41,1,1,2,1,1:16.576,1:15.486,1:15.707,76.576,75.486,75.707
480,41,4,1,1,2,1:16.562,1:15.522,1:16.163,76.562,75.522,76.163
481,41,2,2,9,3,1:17.006,1:15.960,1:16.266,77.006,75.96000000000001,76.26599999999999
482,41,8,6,6,4,1:16.468,1:16.592,1:16.411,76.468,76.592,76.411
483,41,13,6,5,5,1:16.756,1:16.138,1:16.570,76.756,76.138,76.57
484,41,17,9,15,6,1:17.315,1:16.257,1:16.913,77.315,76.257,76.913
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919,77.01599999999999,76.19,76.919
486,41,9,2,10,8,1:17.267,1:16.368,1:16.993,77.267,76.368,76.993
487,41,21,4,3,9,1:16.805,1:16.288,1:17.229,76.805,76.288,77.229
488,41,15,7,12,10,1:17.324,1:16.600,1:17.747,77.324,76.6,77.747
489,41,11,8,22,11,1:17.490,1:16.743,\N,77.49,76.743,NA
490,41,24,5,18,12,1:17.541,1:16.760,\N,77.541,76.76,NA
491,41,22,11,8,13,1:17.011,1:17.116,\N,77.011,77.116,NA
492,41,14,9,14,14,1:17.436,1:17.304,\N,77.436,77.304,NA
493,41,18,11,7,15,1:17.522,1:17.541,\N,77.52199999999999,77.541,NA
494,41,26,5,19,16,1:17.433,1:17.571,\N,77.43299999999999,77.571,NA
501,42,1,1,2,1,1:12.563,1:12.065,1:12.331,72.563,72.065,72.331
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500,72.416,71.926,72.5
503,42,13,6,5,3,1:12.731,1:12.180,1:12.703,72.731,72.18,72.703
504,42,8,6,6,4,1:12.732,1:12.111,1:12.839,72.732,72.111,72.839
505,42,2,2,9,5,1:12.543,1:12.188,1:12.847,72.543,72.188,72.847
506,42,5,4,4,6,1:12.998,1:12.599,1:13.308,72.998,72.599,73.30799999999999
507,42,20,2,10,7,1:12.711,1:12.644,1:13.513,72.711,72.644,73.513
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789,73.186,72.828,73.789
509,42,17,9,15,9,1:13.425,1:12.788,1:13.871,73.425,72.788,73.871
510,42,21,4,3,10,1:13.168,1:12.603,1:13.953,73.168,72.603,73.953
511,42,14,9,14,11,1:13.424,1:12.873,\N,73.424,72.873,NA
512,42,23,7,11,12,1:12.851,1:12.920,\N,72.851,72.92,NA
513,42,18,11,7,13,1:13.306,1:12.998,\N,73.306,72.998,NA
514,42,3,3,16,14,1:13.128,1:13.060,\N,73.128,73.06,NA
515,42,22,11,8,15,1:13.203,1:13.201,\N,73.203,73.201,NA
516,42,19,8,23,16,1:13.164,1:13.259,\N,73.164,73.259,NA
523,43,13,6,5,1,1:15.303,1:14.822,1:15.034,75.303,74.822,75.034
524,43,1,1,2,2,1:14.805,1:14.795,1:15.104,74.805,74.795,75.104
525,43,8,6,6,3,1:14.872,1:14.828,1:15.257,74.872,74.828,75.257
526,43,9,2,10,4,1:15.778,1:15.066,1:15.493,75.778,75.066,75.493
527,43,21,4,3,5,1:16.047,1:15.227,1:15.674,76.047,75.227,75.674
528,43,5,4,4,6,1:15.524,1:15.272,1:15.826,75.524,75.272,75.826
529,43,2,2,9,7,1:15.783,1:15.149,1:15.900,75.783,75.149,75.9
530,43,15,7,12,8,1:16.118,1:15.379,1:15.935,76.118,75.379,75.935
531,43,3,3,16,9,1:16.092,1:15.331,1:16.328,76.092,75.331,76.328
532,43,4,1,1,10,1:15.322,1:15.084,\N,75.322,75.084,NA
533,43,23,7,11,11,1:15.760,1:15.534,\N,75.76,75.534,NA
534,43,18,11,7,12,1:16.113,1:15.584,\N,76.113,75.584,NA
535,43,22,11,8,13,1:16.140,1:15.761,\N,76.14,75.761,NA
536,43,17,9,15,14,1:15.746,1:15.806,\N,75.746,75.806,NA
537,43,26,5,19,15,1:15.980,1:16.049,\N,75.98,76.049,NA
545,44,1,1,2,1,1:19.885,1:19.400,1:19.997,79.885,79.4,79.997
546,44,8,6,6,2,1:19.753,1:19.252,1:20.099,79.753,79.252,80.099
547,44,4,1,1,3,1:19.330,1:19.152,1:20.147,79.33,79.152,80.14699999999999
548,44,13,6,5,4,1:19.790,1:19.421,1:20.265,79.78999999999999,79.42099999999999,80.265
549,44,9,2,10,5,1:20.294,1:20.054,1:20.401,80.294,80.054,80.401
550,44,23,7,11,6,1:20.513,1:19.860,1:20.516,80.513,79.86,80.51599999999999
551,44,5,4,4,7,1:20.570,1:20.077,1:20.721,80.57,80.077,80.721
552,44,21,4,3,8,1:20.842,1:20.042,1:20.775,80.842,80.042,80.775
553,44,2,2,9,9,1:20.534,1:20.178,1:20.894,80.53399999999999,80.178,80.894
554,44,15,7,12,10,1:21.150,1:20.133,1:21.240,81.15,80.133,81.24
555,44,17,9,15,11,1:20.583,1:20.235,\N,80.583,80.235,NA
556,44,14,9,14,12,1:21.154,1:20.329,\N,81.154,80.32900000000001,NA
557,44,25,3,17,13,1:20.830,1:20.350,\N,80.83,80.35,NA
558,44,22,11,8,14,1:21.169,1:20.364,\N,81.169,80.364,NA
559,44,26,5,19,15,1:20.834,1:20.515,\N,80.834,80.515,NA
560,44,24,5,18,16,1:21.160,1:20.823,\N,81.16,80.82300000000001,NA
567,45,8,6,6,1,1:31.522,1:31.237,1:31.450,91.52199999999999,91.237,91.45
568,45,4,1,1,2,1:31.074,1:30.983,1:31.741,91.074,90.983,91.741
569,45,13,6,5,3,1:31.447,1:30.912,1:31.778,91.447,90.912,91.77799999999999
570,45,2,2,9,4,1:31.889,1:31.652,1:31.840,91.889,91.652,91.84
571,45,9,2,10,5,1:31.961,1:31.444,1:32.123,91.961,91.444,92.12299999999999
572,45,17,9,15,6,1:32.629,1:31.661,1:32.476,92.62899999999999,91.661,92.476
573,45,5,4,4,7,1:32.594,1:31.783,1:32.478,92.594,91.783,92.47800000000001
574,45,15,7,12,8,1:32.381,1:31.859,1:32.501,92.381,91.85900000000001,92.501
575,45,23,7,11,9,1:32.446,1:31.843,1:32.570,92.446,91.843,92.57
576,45,1,1,2,10,1:31.587,1:31.185,1:33.833,91.587,91.185,93.833
577,45,3,3,16,11,1:32.117,1:31.978,\N,92.11699999999999,91.97800000000001,NA
578,45,25,3,17,12,1:32.173,1:31.996,\N,92.173,91.996,NA
579,45,21,4,3,13,1:32.378,1:32.010,\N,92.378,92.00999999999999,NA
580,45,22,11,8,14,1:32.674,1:32.221,\N,92.674,92.221,NA
581,45,19,8,23,15,1:32.793,1:32.451,\N,92.793,92.451,NA
582,45,11,8,22,16,1:32.678,1:32.838,\N,92.678,92.838,NA
589,46,4,1,1,1,1:20.425,1:19.661,1:19.674,80.425,79.661,79.674
590,46,1,1,2,2,1:19.570,1:19.301,1:19.781,79.57,79.301,79.781
591,46,2,2,9,3,1:20.751,1:20.322,1:20.259,80.751,80.322,80.259
592,46,8,6,6,4,1:20.435,1:20.107,1:20.410,80.435,80.107,80.41
593,46,3,3,16,5,1:20.547,1:20.188,1:20.632,80.547,80.188,80.632
594,46,23,7,11,6,1:20.449,1:20.455,1:20.714,80.449,80.455,80.714
595,46,9,2,10,7,1:20.366,1:20.703,1:20.876,80.366,80.703,80.876
596,46,21,4,3,8,1:21.645,1:20.590,1:21.079,81.645,80.59,81.07900000000001
597,46,15,7,12,9,1:20.481,1:19.951,1:21.206,80.481,79.951,81.206
598,46,17,9,15,10,1:20.794,1:20.439,1:21.256,80.794,80.439,81.256
599,46,14,9,14,11,1:21.291,1:20.718,\N,81.291,80.718,NA
600,46,5,4,4,12,1:20.285,1:20.779,\N,80.285,80.779,NA
601,46,25,3,17,13,1:21.243,1:20.865,\N,81.243,80.865,NA
602,46,13,6,5,14,1:20.408,1:21.021,\N,80.408,81.021,NA
603,46,19,8,23,15,1:21.018,1:21.127,\N,81.018,81.127,NA
604,46,24,5,18,16,1:21.730,1:21.993,\N,81.73,81.993,NA
611,47,13,6,5,1,1:27.488,1:27.039,1:27.329,87.488,87.039,87.32900000000001
612,47,1,1,2,2,1:27.513,1:26.936,1:27.373,87.513,86.936,87.373
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546,87.294,86.902,87.54599999999999
614,47,4,1,1,4,1:27.328,1:26.841,1:27.574,87.328,86.84100000000001,87.574
615,47,9,2,10,5,1:27.997,1:27.253,1:27.722,87.997,87.253,87.72200000000001
616,47,2,2,9,6,1:28.099,1:27.253,1:28.037,88.099,87.253,88.037
617,47,5,4,4,7,1:28.127,1:27.039,1:28.491,88.127,87.039,88.491
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501,88.275,87.75,88.501
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740,88.318,87.801,88.74
620,47,21,4,3,10,1:28.313,1:27.880,1:29.322,88.313,87.88,89.322
621,47,19,8,23,11,1:28.304,1:28.002,\N,88.304,88.002,NA
622,47,17,9,15,12,1:28.500,1:28.013,\N,88.5,88.013,NA
623,47,14,9,14,13,1:28.395,1:28.100,\N,88.395,88.1,NA
624,47,25,3,17,14,1:28.360,1:28.390,\N,88.36,88.39,NA
631,47,18,11,7,21,1:28.373,1:28.220,\N,88.373,88.22,NA
632,47,22,11,8,22,1:28.792,1:28.188,\N,88.792,88.188,NA
633,48,4,1,1,1,1:21.718,1:21.356,1:21.997,81.718,81.356,81.997
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034,81.956,81.746,82.03399999999999
635,48,13,6,5,3,1:22.309,1:21.993,1:22.549,82.309,81.993,82.549
636,48,2,2,9,4,1:23.107,1:22.466,1:23.174,83.107,82.46600000000001,83.174
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183,82.673,82.369,83.18299999999999
638,48,9,2,10,6,1:23.088,1:22.400,1:23.446,83.088,82.4,83.446
639,48,5,4,4,7,1:23.505,1:23.134,1:24.102,83.505,83.134,84.102
640,48,3,3,16,8,1:23.333,1:22.748,1:24.382,83.333,82.748,84.382
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555,83.724,83.107,84.555
642,48,18,11,7,10,1:23.639,1:23.021,1:25.165,83.639,83.021,85.16499999999999
643,48,17,9,15,11,1:23.575,1:23.166,\N,83.575,83.166,NA
644,48,22,11,8,12,1:23.474,1:23.176,\N,83.474,83.176,NA
645,48,25,3,17,13,1:23.739,1:23.209,\N,83.739,83.209,NA
646,48,19,8,23,14,1:23.646,1:23.274,\N,83.646,83.274,NA
647,48,21,4,3,15,1:23.559,1:23.325,\N,83.559,83.325,NA
648,48,20,5,19,16,1:23.578,1:23.351,\N,83.578,83.351,NA
655,49,8,6,6,1,1:46.242,1:45.070,1:45.994,106.24199999999999,105.07,105.994
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011,106.06,105.173,106.011
657,49,4,1,1,3,1:46.058,1:45.442,1:46.091,106.05799999999999,105.44200000000001,106.09100000000001
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406,106.437,105.132,106.406
659,49,3,3,16,5,1:46.950,1:46.469,1:47.334,106.95,106.469,107.334
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409,106.923,105.994,107.40899999999999
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524,107.084,106.426,107.524
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798,107.143,106.47999999999999,107.798
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505,106.971,106.24000000000001,108.505
664,49,23,7,11,10,1:47.300,1:46.618,\N,107.3,106.618,NA
665,49,14,9,14,11,1:47.340,1:46.800,\N,107.34,106.8,NA
666,49,18,11,7,12,1:47.474,1:46.955,\N,107.47399999999999,106.955,NA
667,49,24,5,18,13,1:47.576,1:47.115,\N,107.576,107.11500000000001,NA
668,49,9,2,10,14,1:46.707,1:45.885,1:46.996,106.707,105.88499999999999,106.99600000000001
669,49,25,3,17,15,1:47.522,1:47.394,\N,107.52199999999999,107.394,NA
676,49,21,4,3,22,1:47.143,1:46.603,\N,107.143,106.60300000000001,NA
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368,85.489,84.753,85.368
678,50,4,1,1,2,1:25.379,1:24.806,1:25.438,85.379,84.806,85.438
679,50,8,6,6,3,1:25.390,1:24.988,1:25.516,85.39,84.988,85.51599999999999
680,50,13,6,5,4,1:25.359,1:25.049,1:25.765,85.35900000000001,85.049,85.765
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505,85.971,85.248,86.505
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913,86.614,85.45400000000001,86.913
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914,85.97,85.535,86.914
684,50,20,5,19,8,1:26.025,1:25.909,1:26.973,86.025,85.90899999999999,86.973
685,50,9,2,10,9,1:26.300,1:25.530,1:27.225,86.3,85.53,87.225
686,50,21,4,3,10,1:26.909,1:26.033,\N,86.90899999999999,86.033,NA
687,50,5,4,4,11,1:27.223,1:26.232,\N,87.223,86.232,NA
688,50,14,9,14,12,1:26.904,1:26.247,\N,86.904,86.247,NA
689,50,15,7,12,13,1:26.711,1:26.253,\N,86.711,86.253,NA
690,50,24,5,18,14,1:27.234,1:26.948,\N,87.23400000000001,86.94800000000001,NA
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728,86.57900000000001,85.816,86.72800000000001
699,51,1,1,2,1,1:35.798,1:35.898,1:35.908,95.798,95.898,95.908
700,51,8,6,6,2,1:35.692,1:35.381,1:36.044,95.69200000000001,95.381,96.044
701,51,13,6,5,3,1:35.792,1:35.796,1:36.221,95.792,95.79599999999999,96.221
702,51,4,1,1,4,1:35.809,1:35.845,1:36.576,95.809,95.845,96.576
703,51,14,9,14,5,1:36.930,1:36.252,1:37.619,96.93,96.25200000000001,97.619
704,51,23,7,11,6,1:37.135,1:36.709,1:38.013,97.13499999999999,96.709,98.013
705,51,17,9,15,7,1:37.199,1:36.602,1:38.153,97.199,96.602,98.15299999999999
706,51,2,2,9,8,1:36.737,1:36.217,1:38.455,96.737,96.217,98.455
707,51,9,2,10,9,1:36.309,1:36.116,1:38.472,96.309,96.116,98.47200000000001
708,51,18,11,7,10,1:37.092,1:36.771,1:39.285,97.092,96.771,99.285
709,51,24,5,18,11,1:37.047,1:36.862,\N,97.047,96.862,NA
710,51,15,7,12,12,1:37.209,1:36.959,\N,97.209,96.959,NA
711,51,5,4,4,13,1:37.225,1:36.991,\N,97.225,96.991,NA
712,51,19,8,23,14,1:37.203,1:37.247,\N,97.203,97.247,NA
713,51,3,3,16,15,1:37.144,1:37.483,\N,97.144,97.483,NA
715,51,20,5,19,17,1:37.006,1:36.891,\N,97.006,96.89099999999999,NA
721,52,13,6,5,1,1:12.303,1:12.374,1:11.931,72.303,72.374,71.931
722,52,1,1,2,2,1:13.033,1:12.296,1:12.082,73.033,72.29599999999999,72.082
723,52,8,6,6,3,1:13.016,1:12.161,1:12.322,73.016,72.161,72.322
724,52,4,1,1,4,1:12.895,1:12.637,1:12.356,72.895,72.637,72.356
725,52,17,9,15,5,1:13.081,1:12.683,1:12.928,73.081,72.68299999999999,72.928
726,52,2,2,9,6,1:13.472,1:12.888,1:13.081,73.472,72.888,73.081
727,52,9,2,10,7,1:13.085,1:12.641,1:13.129,73.08500000000001,72.641,73.129
728,52,15,7,12,8,1:13.470,1:12.832,1:13.195,73.47,72.832,73.195
729,52,14,9,14,9,1:13.264,1:12.846,1:13.272,73.264,72.846,73.272
730,52,3,3,16,10,1:13.707,1:12.752,1:13.477,73.707,72.752,73.477
731,52,22,11,8,11,1:13.661,1:12.932,\N,73.661,72.932,NA
732,52,21,4,3,12,1:13.482,1:12.968,\N,73.482,72.968,NA
733,52,20,5,19,13,1:13.853,1:13.058,\N,73.853,73.05799999999999,NA
734,52,24,5,18,14,1:13.607,1:13.251,\N,73.607,73.251,NA
735,52,23,7,11,15,1:13.767,1:13.315,\N,73.767,73.315,NA
736,52,18,11,7,16,1:14.054,1:13.469,\N,74.054,73.469,NA
743,53,30,6,5,1,1:33.310,1:32.025,1:31.431,93.31,92.025,91.431
744,53,13,6,6,2,1:33.579,1:32.014,1:31.478,93.57900000000001,92.01400000000001,91.47800000000001
745,53,18,11,12,3,1:32.603,1:32.025,1:31.549,92.60300000000001,92.025,91.549
746,53,4,4,1,4,1:32.433,1:31.215,1:31.702,92.43299999999999,91.215,91.702
747,53,31,1,4,5,1:33.233,1:31.487,1:32.164,93.233,91.487,92.164
748,53,22,11,11,6,1:33.922,1:32.322,1:32.579,93.922,92.322,92.57900000000001
749,53,17,3,9,7,1:33.454,1:32.309,1:33.006,93.45400000000001,92.309,93.006
750,53,32,9,15,8,1:34.308,1:32.106,1:33.112,94.30799999999999,92.106,93.112
751,53,21,4,2,9,1:32.934,1:31.831,1:33.496,92.934,91.831,93.49600000000001
752,53,2,2,16,10,1:33.374,1:31.958,1:33.926,93.374,91.958,93.926
753,53,35,2,17,11,1:33.882,1:32.456,\N,93.882,92.456,NA
754,53,3,3,10,12,1:32.945,1:32.620,\N,92.945,92.62,NA
755,53,14,9,14,13,1:33.678,1:32.850,\N,93.678,92.85,NA
756,53,15,7,8,14,1:33.987,1:33.066,\N,93.987,93.066,NA
757,53,24,5,20,15,1:34.439,1:33.416,\N,94.439,93.416,NA
758,53,26,5,21,16,1:33.995,1:34.606,\N,93.995,94.606,NA
765,54,21,4,2,1,1:35.488,1:33.623,1:33.840,95.488,93.62299999999999,93.84
766,54,18,11,12,2,1:35.023,1:33.527,1:33.986,95.023,93.527,93.98599999999999
767,54,3,3,10,3,1:35.105,1:34.563,1:34.626,95.10499999999999,94.563,94.626
768,54,30,6,5,4,1:35.810,1:34.574,1:34.668,95.81,94.574,94.668
769,54,17,3,9,5,1:35.252,1:34.279,1:34.672,95.25200000000001,94.279,94.672
770,54,31,1,4,6,1:34.536,1:34.568,1:34.916,94.536,94.568,94.916
771,54,8,1,3,7,1:34.667,1:34.351,1:34.983,94.667,94.351,94.983
772,54,4,4,1,8,1:35.514,1:33.997,1:35.747,95.51400000000001,93.997,95.747
773,54,32,9,15,9,1:35.171,1:34.537,1:38.715,95.17099999999999,94.537,98.715
774,54,23,7,7,10,1:35.214,1:34.586,\N,95.214,94.586,NA
775,54,14,9,14,11,1:34.839,1:34.614,\N,94.839,94.614,NA
776,54,22,11,11,12,1:35.526,1:34.683,\N,95.52600000000001,94.68299999999999,NA
777,54,15,7,8,13,1:35.517,1:34.702,\N,95.517,94.702,NA
778,54,35,2,17,14,1:35.391,1:34.752,\N,95.39099999999999,94.75200000000001,NA
779,54,2,2,16,15,1:35.588,1:34.783,\N,95.588,94.783,NA
787,55,18,11,12,1,1:28.081,1:26.337,1:25.229,88.081,86.337,85.229
788,55,21,4,2,2,1:27.765,1:26.196,1:25.635,87.765,86.196,85.635
789,55,4,4,1,3,1:28.569,1:25.729,1:25.778,88.569,85.729,85.77799999999999
790,55,8,1,3,4,1:27.193,1:26.161,1:25.822,87.193,86.161,85.822
791,55,31,1,4,5,1:27.079,1:25.902,1:25.976,87.07900000000001,85.902,85.976
792,55,23,7,7,6,1:28.007,1:26.596,1:26.612,88.007,86.596,86.612
793,55,17,3,9,7,1:27.669,1:26.075,1:26.937,87.669,86.075,86.937
794,55,2,2,16,8,1:27.796,1:26.014,1:27.579,87.79599999999999,86.014,87.57900000000001
795,55,35,2,17,9,1:28.460,1:26.714,1:29.239,88.46000000000001,86.714,89.239
796,55,15,7,8,10,1:27.748,1:26.327,\N,87.748,86.327,NA
797,55,30,6,5,11,1:28.228,1:26.718,\N,88.22800000000001,86.718,NA
798,55,14,9,14,12,1:28.408,1:27.023,\N,88.408,87.023,NA
799,55,24,5,20,13,1:28.999,1:27.219,\N,88.999,87.219,NA
800,55,32,9,15,14,1:28.757,1:27.591,\N,88.757,87.59100000000001,NA
801,55,3,3,10,15,1:28.351,1:29.422,\N,88.351,89.422,NA
809,56,30,6,5,1,1:24.598,1:22.579,1:22.795,84.598,82.57900000000001,82.795
810,56,18,11,12,2,1:24.480,1:23.749,1:22.988,84.48,83.749,82.988
811,56,22,11,11,3,1:24.727,1:23.760,1:23.242,84.727,83.76,83.242
812,56,13,6,6,4,1:24.884,1:23.595,1:23.702,84.884,83.595,83.702
813,56,4,4,1,5,1:23.536,1:23.743,1:23.709,83.536,83.743,83.709
814,56,23,7,7,6,1:24.370,1:23.565,1:23.772,84.37,83.565,83.77199999999999
815,56,31,1,4,7,1:24.960,1:23.760,1:24.021,84.96000000000001,83.76,84.021
816,56,8,1,3,8,1:24.259,1:23.190,1:24.158,84.259,83.19,84.158
817,56,15,7,8,9,1:24.446,1:23.727,1:24.172,84.446,83.727,84.172
818,56,17,3,9,10,1:24.992,1:23.718,1:24.795,84.992,83.718,84.795
819,56,21,4,2,11,1:24.434,1:23.771,\N,84.434,83.771,NA
820,56,35,2,17,12,1:25.081,1:23.887,\N,85.081,83.887,NA
821,56,3,3,10,13,1:24.495,1:23.966,\N,84.495,83.96600000000001,NA
822,56,14,9,14,14,1:24.849,1:24.101,\N,84.849,84.101,NA
823,56,2,2,16,15,1:25.410,1:24.129,\N,85.41,84.129,NA
824,56,24,5,20,16,1:24.879,1:24.520,\N,84.879,84.52,NA
831,57,4,4,1,1,1:31.138,1:30.336,1:29.816,91.138,90.336,89.816
832,57,30,6,5,2,1:31.235,1:30.013,1:30.028,91.235,90.013,90.02799999999999
833,57,13,6,6,3,1:31.921,1:30.732,1:30.407,91.92099999999999,90.732,90.407
834,57,22,11,11,4,1:31.671,1:30.469,1:30.754,91.67099999999999,90.469,90.754
835,57,8,1,3,5,1:31.263,1:30.203,1:30.933,91.263,90.203,90.93299999999999
836,57,18,11,12,6,1:31.420,1:30.755,1:30.940,91.42,90.755,90.94
837,57,15,7,8,7,1:31.809,1:30.733,1:31.419,91.809,90.733,91.419
838,57,35,2,17,8,1:31.545,1:30.865,1:31.542,91.545,90.865,91.542
839,57,31,1,4,9,1:31.774,1:30.671,1:31.880,91.774,90.67099999999999,91.88
840,57,17,3,9,10,1:31.712,1:30.892,1:33.405,91.712,90.892,93.405
841,57,23,7,7,11,1:31.470,1:30.944,\N,91.47,90.944,NA
842,57,3,3,10,12,1:32.053,1:31.194,\N,92.053,91.194,NA
843,57,21,4,2,13,1:31.574,1:31.197,\N,91.574,91.197,NA
844,57,14,9,14,14,1:31.742,1:31.227,\N,91.742,91.227,NA
845,57,2,2,16,15,1:31.457,1:31.422,\N,91.457,91.422,NA
846,57,24,5,20,16,1:32.651,1:31.728,\N,92.65100000000001,91.72800000000001,NA
853,58,4,4,1,1,1:15.816,1:15.124,1:14.648,75.816,75.124,74.648
854,58,21,4,2,2,1:16.046,1:14.766,1:14.709,76.04599999999999,74.766,74.709
855,58,30,6,5,3,1:16.049,1:14.637,1:14.970,76.049,74.637,74.97
856,58,13,6,6,4,1:16.359,1:15.245,1:15.442,76.35900000000001,75.245,75.44200000000001
857,58,22,11,11,5,1:16.266,1:15.258,1:15.885,76.26599999999999,75.258,75.885
858,58,23,7,7,6,1:16.234,1:15.164,1:15.885,76.23400000000001,75.164,75.885
859,58,15,7,8,7,1:16.174,1:15.068,1:15.976,76.174,75.068,75.976
860,58,18,11,12,8,1:16.054,1:15.150,1:16.008,76.054,75.15,76.008
861,58,8,1,3,9,1:16.613,1:15.422,1:16.015,76.613,75.422,76.015
862,58,2,2,16,10,1:16.322,1:15.468,1:17.144,76.322,75.468,77.144
863,58,17,3,9,11,1:16.685,1:15.502,\N,76.685,75.502,NA
864,58,31,1,4,12,1:16.195,1:15.801,\N,76.195,75.801,NA
865,58,3,3,10,13,1:17.213,1:15.804,\N,77.213,75.804,NA
866,58,35,2,17,14,1:16.066,1:15.847,\N,76.066,75.847,NA
867,58,32,9,15,15,1:16.627,1:15.928,\N,76.627,75.928,NA
868,58,24,5,20,16,1:17.105,1:16.661,\N,77.105,76.661,NA
875,59,4,4,1,1,1:14.232,1:13.622,1:13.962,74.232,73.622,73.962
876,59,17,3,9,2,1:14.305,1:13.728,1:14.082,74.305,73.728,74.082
877,59,8,1,3,3,1:13.887,1:13.532,1:14.140,73.887,73.532,74.14
878,59,31,1,4,4,1:14.483,1:14.295,1:14.664,74.483,74.295,74.664
879,59,22,11,11,5,1:14.766,1:14.312,1:15.804,74.766,74.312,75.804
880,59,15,7,8,6,1:14.883,1:14.211,1:15.857,74.883,74.211,75.857
881,59,14,9,14,7,1:15.090,1:13.687,1:16.426,75.09,73.687,76.426
882,59,3,3,10,8,1:14.888,1:13.909,1:16.636,74.888,73.909,76.636
883,59,21,4,2,9,1:14.614,1:13.647,1:17.260,74.614,73.647,77.26
884,59,23,7,7,10,1:14.412,1:14.398,\N,74.412,74.398,NA
885,59,32,9,15,11,1:14.489,1:14.747,\N,74.489,74.747,NA
886,59,24,5,20,12,1:15.314,1:14.969,\N,75.314,74.969,NA
887,59,18,11,12,13,1:15.085,1:14.982,\N,75.08500000000001,74.982,NA
888,59,35,2,17,14,1:15.316,1:15.052,\N,75.316,75.05199999999999,NA
889,59,2,2,16,15,1:15.324,1:15.137,\N,75.324,75.137,NA
897,60,4,4,1,1,1:21.018,1:20.271,1:20.253,81.018,80.271,80.253
898,60,8,1,3,2,1:21.648,1:20.497,1:20.397,81.648,80.497,80.39699999999999
899,60,30,6,5,3,1:22.096,1:20.659,1:20.574,82.096,80.65899999999999,80.574
900,60,13,6,6,4,1:21.647,1:20.846,1:20.764,81.64699999999999,80.846,80.764
901,60,21,4,2,5,1:22.411,1:20.594,1:20.919,82.411,80.594,80.919
902,60,22,11,11,6,1:22.965,1:20.929,1:20.943,82.965,80.929,80.943
903,60,23,7,7,7,1:22.886,1:21.043,1:21.073,82.886,81.043,81.07300000000001
904,60,31,1,4,8,1:22.169,1:20.816,1:21.107,82.169,80.816,81.107
905,60,2,2,16,9,1:21.670,1:20.629,1:21.329,81.67,80.629,81.32900000000001
906,60,35,2,17,10,1:21.637,1:20.672,1:21.599,81.637,80.672,81.599
907,60,14,9,14,11,1:22.424,1:21.442,\N,82.424,81.44200000000001,NA
908,60,3,3,10,12,1:23.083,1:21.567,\N,83.083,81.56700000000001,NA
909,60,24,5,20,13,1:22.685,1:21.699,\N,82.685,81.699,NA
910,60,32,9,15,14,1:22.773,1:21.990,\N,82.773,81.99,NA
911,60,26,5,21,15,1:22.541,1:22.076,\N,82.541,82.076,NA
